Unnamed: 0	word	context	positions	gold_sense_id	predict_sense_id	num_senses
1868	contemplation	Trifling interests are forgotten while the mind gives itself up to awe in contemplation of infinite and solemn truths.	74-87	0		2
1869	contemplation	"Trusty, who could not be stopped by Dennis's "" Niggers, "" was now silent in the contemplation of his imagined sublimity; and the Hibernian was as much bewildered as one of that clear-headed race could be. """	80-93	0		2
1870	contemplation	"I first saw an account of this matter in the "" Tour "" of Prince Puckler Muskau, who makes the sum inherited ninety millions of pounds, and justly observes that "" in the contemplation of so vast a sum, and of the services to which it might be applied, there is something even of the sublime. """	169-182	0		2
1871	contemplation	However advantageous, therefore, it may be for the interests of the United States, that a certain power should be given to congress, if such power does not appear to be given in the constitution, or, if it may possibly be considered as coming within the comprehensive range of a very general expression, in ' all probability could never have been in the contemplation of the states to bestow on con -- - gress, it can not be sustained by,	354-367	0		2
1872	contemplation	And the debate shows, that the subject of affording such encouragement entered into the contemplations of members of the Convention.	88-102	0		2
1873	contemplation	rc below, and on which they rejoiced to meditate, and with the sweet contemplation of which their minds were often entertained; and there, too, the things which they chose for their portion, and which were so dear to them that they were ready for the sake of them to undergo the severest sufferings, and to forsake even father, and mother, and kindred, and friends, and wife, and children, an (l life itself.	69-82	0		2
1874	contemplation	recalled them from a contemplation of the wild charms that night had assisted to lend the place to a painful sense of their real peril.	21-34	0		2
1875	contemplation	bleeding, -- when our hopes lie prostrate, and we are faint and troubled, it is good to rise to the contemplation of the Infinite Controller, -- to lean back upon the Almighty Goodness that upholds the universe; to realize that He does verily watch over us, and care for us; to feel that around and above all things else He moves the vast circle of his purpose, and carries within it all our joys and sorrows; and that this mysterious tale of human life-this tangled plot of our earthly being-is unfolded beneath His all-beholding eye, and by His omnipotent and paternal hand.	100-113	0		2
1876	contemplation	Thou hast too deep a feeling with me of the wondrous fortune which has crowned our enterprise, not to grow watchful in its contemplation.	123-136	0		2
1877	contemplation	, perhaps, that it is next to impossible for me to abandon, for a moment, the contemplation of /z/ mathematics and the stars; and that, even if by some strange chance, I happen to write poetry, it must be about the stars of course.	78-91	0		2
1878	contemplation	It chanced that very afternoon that, taking up a provincial newspaper in a coffee-room into which he had strolled, on his way to the post-office, the following paragraph met his eye: - We understand that there is a matrimonial alliance in contemplation between J- R-, Esq.	239-252	0		2
1879	contemplation	Christians will be humbled by its contemplation, and stimulated to greater activity in the service of Christ.	34-47	0		2
1880	contemplation	That was to direct her mind from the contemplation of her loss by the substitution of another in his place -- the philosophy of those days and people, not unlike that of our own, leading people to imagine that the most judicious and successful method for consoling a widow	37-50	0		2
1881	contemplation	Birth, Death, the Future; the sufferings and misdeeds of man in this life, and his hopes of a life to come; the littleness of us and our whole sphere of knowledge, and the awful relations in which we stand to the world of the supernatural, these, if any, are the permanent and inevitable objects of human contemplation and solicitude.	305-318	0		2
1882	contemplation	From this moment his ambition expanded, his views enlarged in proportion to his means, and his contemplations on the subject of his great floating capital became more profound and philosophical.	95-109	0		2
1883	contemplation	But when the mind shrinks, loathing and horror-struck, from the contemplation of these scenes, and is ready to deny the value of descriptions which seem to l) resent nothing but a repetition of unnatural crimes, interest of another kind, characters of a different cast, arrest its attention, and fix it upon these pages of blood.	64-77	0		2
1978	face	Her beautiful face, of course, lost nothing by contrast with the coarser features with which she was surrounded; and a fat bachelor lieutenant devoted every breath of time that he could possibly spare from his very eager deglutition, to staring at her.	14-18	0		4
1979	face	As the carriage drew up, they saw several faces at the window, and a pocket handkerchief waving at the end of the piazza; and as they alighted, they were welcomed by	42-47	0		4
1980	face	There was a gentle tap at the door, and a pretty chambermaid, putting in her smiling face, inquired, with a hesitating air, whether I had rung.	85-89	0		4
1981	face	You will see me ever beside you -- at nightfall, in the quiet noonday, ay, even in your pulpit, you will look down and see my face in the old familiar pew, and memory will overmaster you.	126-130	0		4
1982	face	Her voice died on her lips, and her face became colorless	36-40	0		4
1983	face	"Take her to her room -- she is out of her head "" -- the face of Uncle Peter grew crimson, as he waved his hand, and with that emphatic gesture, and angry voice, bade the country damsels remove the bewildered girl. """	56-60	0		4
1984	face	Mabel and the boys gazed in silent satisfaction at the rapt and excited child, as, lost in the contemplation of this panorama of ocean, earth, and sky, she manifested in her face and gestures an extasy of delight such as words would have been powerless to express.	174-178	0		4
1985	face	"I had escaped the grave -- I knew no more -- "" After a troubled sleep, broken by a frightful dream, -- in which I saw his face and the uplifted knife -- I woke once more, and became conscious that a woman's form was slumbering at my side."	122-126	0		4
1986	face	A quantity of blue window glass was next obtained, and holes drilled through the corners of it, and several sheets were wired together to increase the size, and, when complete, was suspended from the ceiling in its proper place, and so arranged that when a person was sitting, this sheet of glass could be moved to and from, the object of which was to prevent shadows on the face of the sitter produced from the uneven surface of the glass.	375-379	0		4
1987	face	pale, haggard and convulsed, as with sympathy or Remorse -- this face came with the face of the Poor Girl, and floated before the mental eye of the Unknown.	84-88	0		4
1988	face	"She laughed, for answer to her own question, and then with another sudden diversion she demanded of a look in Clementina's face which would not be laughed away, "" Well"	123-127	0		4
1989	face	Having thoroughly defeated the American left, he was now free to turn his face upon the isolated continentals.	74-78	0		4
1990	face	Every holding becomes subdivided when the cultivating proprietor dies and leaves more than one child; and, as the whole face of the country is open and without hedges, the division is easily and speedily made.	120-124	1		4
1991	face	"From the bottom of the breast to the navel, one face. """	48-52	0		4
1992	face	and anxious Marian stood by the side of the couch gazing upon the face of that once beloved sister -- alas!	66-70	0		4
1993	face	She was amiable and good in all ways; the everlasting smile on her face did not belie her heart.	67-71	0		4
1994	face	Soon after breakfast I started out, and was going in the direction of Judge Bigelow's office, when, hearing a step behind me that had in it a familiar sound, I turned to find myself face to face with Henry Wallingford!	190-194	0		4
1995	face	"And yet the day comes -- "" he staggered to his feet again, and held the light near the sad, sullen face of the Image, -- "" And yet the day comes, O Lord, when thy Spirit, no longer imprisoned by creeds, shall walk freely once more into the homes and hearts of Men."	99-103	0		4
1996	face	"Vasco Nunez surveyed the face of the speaker with a look of inquiry, that truly indicated the feeling of doubt in his mind. """	25-29	0		4
1997	face	He had pulled the curls over his eyes, and tied up his face with a great handkerchief over the cap, as Gruffy has been doing lately when she had the face-ache, and he went about among the little chaps in such a motherly, bustling way, it was quite affecting.	55-59	0		4
1998	face	For no sooner did the gaze of Israel rest upon the uncovered face, than his own face, so ruddy and well-preserved, assumed an unhealthy and chalky color.	80-84	0		4
1999	face	The brilliant lights shed their glare on the smiling faces, and the gorgeous dresses.	53-58	0		4
2000	face	She had a kind of tender dignity in her dance, and the delicate beauty of her face translated itself into the grace of her movements.	78-82	0		4
2001	face	On the left, as the pilgrim sat with his face to the east, the outlines of the coast were comparatively low, but broken into gentle	41-45	0		4
2002	face	"Martin fixed his burning eyes once more upon his uncle's, and kept them there, until the latter passed his hand before his face, to veil his feelings and collect his thoughts. """	123-127	0		4
2003	face	But for once the routiers kept faith -- the din ceased in the encampment, the lights went out one by one, and silence of dewy night fell over tent and bivouac as peacefully as if the deadliest of foes were not almost arrayed beneath it face to face.	236-240	0		4
2004	face	"The Doctor arranged his flowing wig, with a somewhat nervous movement, and the lank face of the lawyer was lengthened out, by an expression of apathetic wonder, most ludicrous to behold. """	84-88	0		4
2005	face	The malaria of their rum and tobacco was an offence in my face.	58-62	0		4
2006	face	To catch the beau's unthinking heart, To check th ' assuming fopling's vows, The bridling frown of wrinkled brows; Those haughty airs of face and mind, Departed beauty leaves behind.	137-141	0		4
2007	face	Do we not see the trace of bitter tears upon the face that used to glow with smiles?	49-53	0		4
2008	face	Uncertain as he had been at the first who were the men, whom he thus recklessly attacked, Aulus Fulvius had not well turned the angle of the wood, before he recognized the faces of almost all the leading men of the opposite party.	172-177	0		4
2009	face	The arrow of Tamenund would not frighten the fawn; his arm is withered like the branch of a dead oak; the snail would be swifter in the race; yet is Uncas before him as they went to battle against the pale faces!	206-211	0		4
2010	face	What interest in the action and contrast in the faces, and expression of the faces!	77-82	2		4
2011	face	When he raised his face to the light again, his eyes were wet with tears, his face distorted with agony.	19-23	0		4
2012	face	But I 'm tired Of the false smile, that lightens up the face Of	56-60	0		4
2013	face	In the hope of preventing their firing, we caused the guard in their uniforms to stand along in the most exposed and conspicuous station; but it had no effect, not even when so near the fort, that they must have been heard imploring them to desist firing, and seen to fall with their faces to the deck, at every renewed discharge of the cannon.	284-289	0		4
2014	face	The last rays of the sun streamed through a break in the mountains and fell on her flushed features: her full blue eyes glistened with a tear as she turned her face from me, and her graceful figure shook with the conflict of emotions swelling in her breast.	160-164	0		4
2015	face	"None who had seen her before could fail now to observe the softened character of her beauty, and those who saw "" A thousand blushing apparitions start Into her face "" -- whenever his eyes rested on her, could scarcely doubt his influence over her."	160-164	0		4
2016	face	"The sick lady hastily drew the curtains of her bed between her and the group at the fire, and then throwing herself with her face on the pillow, murmured wildly, "" Save me!"	125-129	0		4
2017	face	I think he prides himself on his personal appearance, for he has a handsome face, with a dark blue eye, and a high forehead that is scantily embellished with some silver-tipped locks, that, I observe,	76-80	0		4
2018	face	"At this mention of his bitter foe, a frown lowered on the fine face of Lamoriciere, as he briefly and sternly replied: "" With the King, Monsieur -- General Bugeaud is with the King."	63-67	0		4
2019	face	"The pawn-broker was yet examining the offered pledge, when a woman, whose pale face and attenuated form bespoke long and intimate acquaintance with sorrow, came hastily into the shop, and with the single exclamation, "" O Robert! """	79-83	0		4
2021	face	And further, I had some notion of a dozen or more trimly dressed youths, with bronzed faces newly shaved, and shining with their late ablutions -- all this I faintly apprehended, before the cavalcade disappeared, in a cloud of dust.	86-91	0		4
2022	face	They had stolen two days ' march upon the English army, before the Duke of Cumberland knew any thing of their movements: but when it was ascertained that they had aclually commenced their retreat, his courage and that of his army began to rise; it seemed to be the first time they had breathed freely for six weeks, during which a small and ill appointed force had carried the standard of Glenfinnin a hundred and fifty miles into the heart of England, in the face of a hostile people, and of an army which immeasurably exceeded theirs in discipline and numbers.	460-464	1		4
2023	face	He lifted his eyes to Father Fabian's face -- then turned them in search of May.	38-42	0		4
2024	face	He had a ruddy face, garnished with the stumps of a bristly red beard and mustache; on one side of his head was a round cap with a knob at the top, such as Scottish laborers sometimes wear; his coat was of a nondescript form, and made of a gray Scotch plaid, with the fringes hanging all about it; he wore pantaloons of coarse homespun, and hob-nailed shoes; and to complete his equipment, a little black pipe was stuck in one corner of his mouth.	15-19	0		4
2025	face	We were close to the door, and I observed that instead of turning to look at me as she did, the man drew up, as if collecting himself, and put his hand upon hers with a strong, though gentle pressure, as it lay upon his arm, and then as I made my bow and passed out of the door, he turned slowly toward me, so that I had full view of his face.	338-342	0		4
2026	face	Father Eustaquio followed her into a low ceiled chamber, where seated in a cane chair, with her face leaning upon her hand sat the lovely	96-100	0		4
2027	face	By his side walked his slender-shaped attendant, to all appearance a youth of some twenty winters, yet his tawny face, marked by bold and regular features, half-concealed by masses of jet black hair, falling aside from his forehead, in elf-like curls, was marked by a deep wrinkle between the brows, a stern compression of the lip, and a wild and wandering eye, that glanced from side to side with a restless and nervous glance, that seemed to peruse the face of every man who came within its gaze, and read the characters and motives of all who journeyed onward to the castle.	455-459	0		4
2028	face	"His proud, scornful air, vanished like a snow-flake in the fire -- and forgetting all that had passed, he was seizing her hands to draw them away from her face, when old Moodie abruptly entered the room, and called out, "" Colonel L'Isle, you are wanted in Elvas? """	155-159	0		4
2029	face	Now, in the face of this doleful strain of complaint, and show of suffering virtue, there is likely, we think, to be found dwelling in the public mind, and finding a voice, too, in public speech, certain significant, and it may be awkward queries, which it were well, perhaps, if the Secretary would prepare himself to answer, that is to say, if he expects to gain much credit for his Popular Appeal against General Scott beyond that of having the ability to maintain a desperate cause with desperate and reckless cunning and ingenuity.	12-16	1		4
2030	face	She /z/ can not now bear her weight ten minutes, without reddening in her little face with fatigue, and sinking down into the lap.	81-85	0		4
2031	face	The slain Greeks Do lie with faces heavenward, as becomes Sons of Miltiades.	29-34	0		4
2032	face	other, -- silently saying that the sight of a friendly face had more nearly unnerved us than had all the rough encounters of the past week; and then we went down to give at least the brightening effect of our presence.	55-59	0		4
2033	face	He looked full into his face, and scrutinized his features closely, still failing to recognize them.	24-28	0		4
2034	face	"Please, "" said Weasand, "" stand out of my light, the next time it comes; I want to get a look at Helskill's face. """	108-112	0		4
2035	face	But the wind howled; the leafless branches of the old trees without were crushed up, shivering and creaking against the house; the frozen snow beat a wild reville on the windows, and May's face grew very sad and thoughtful.	189-193	0		4
2036	face	Uncas raised the blanket for their passage, and as the sisters turned to thank him for this act of attention, they saw the scout seated again before the dying embers, with his face resting on his hands, in a manner which showed how deeply he brooded on the unaccountable interruption which had broken up their evening devotions.	176-180	0		4
2037	face	That absorbed smile seems to part and float across the face, these colors to change with a quick pulsation; you fancy, if released from the frame and scales, it would soar up and away; you feel uncomfortably, as if the eyes saw you.	55-59	0		4
2038	face	heaven knows, Silvia, I would see your face covered with smiles of joy and happiness, not full of gloom as it is now.	39-43	0		4
2039	face	When he had ceased, the faces of the congregation were turned to where the Tanner of Enon sat on one of the chief seats of the synagogue, as if desiring that he would say somewhat.	24-29	0		4
2040	face	He was wrapped in a cloak, as if to conceal his features and person, for the night was not cool, but the front was now dropped from his face upon his breast, across which his arms were folded.	136-140	0		4
2041	face	She went out, and shortly after Lander came in with a sort of hopeful apathy in his face.	84-88	0		4
2042	face	"Arabella was playing with enthusiasm; it was evident she was charmed with her own performance; and her noble teacher sat beside her, the music book open in his hand, his small keen eyes cast partly upward in admiration; but as his glance could rest on the face of his fair pupil, it was not certain whether her beauty or her music caused his raptures. """	256-260	0		4
2043	face	"Cousin Betty was a little bit of a woman, with a face as full of wrinkles as a frozen apple, and a pair of the busiest and most twinkling little black eyes you ever saw, a prominent and parrot like nose, with a chin formed on the very same pattern, only that it turned up instead of down, the two so very nearly meeting that the children said they had "" to turn their faces sideways to kiss her. """	368-373	0		4
2044	face	She held a wax candle in the other hand, (bees-wax was frequently used by the inhabitants,) which threw a brilliant glare in my face.	128-132	0		4
2045	face	"for, many a face did I see bathed in tears, and others beaming with smiles and love, as, with respectful, half-turned looks, they seemed to give us their blessing. """	12-16	0		4
2046	face	But, when they looked into the venerable stranger's face, not the most thoughtless among them dared to offer him the least impertinence.	52-56	0		4
2047	face	"/z/ "" Swift over twilight's lovely face, Those changing hues each other chase; Trembles from snowy depths afar The dawning of her earliest star, And glows the crescent's subtle horn, From the expiring sunset born A gem upon her mantle worn, And binding night to day, Where evening hangs on day's retreat, Where bounds of light and darkness meet, And each, on heaven's azure sheet, In"	35-39	0		4
2048	face	he gazed on the furrowed face of his parent; but the orbs of the old man were hot, burning, and dry as a fountain channel in the desert when the Simoon had passed -- a stern and melancholy darkness of mind was on them unbroken by a glimmer of light.	25-29	0		4
2049	face	"Tom drank the water, and looked earnestly and pitifully into her face. """	65-69	0		4
2050	face	The eye, as it roamed around the brilliant circle, encountered few of those vapid faces which make the staple of the surroundings of an hereditary throne.	82-87	0		4
2051	face	I saw a face, - - my God!	8-12	0		4
2052	face	"The hunter imagined that he felt the intense light of his eyes, shining into his face. """	81-85	0		4
2053	face	"echoed the other, smiling still, but with a darkening of the face the while. """	61-65	0		4
2054	face	I hate thy face -- hate it as I do hell!	11-15	0		4
2055	face	"There, grouped along the steps of stone, stood the stout yeoman, his brow wearing one fixed and steady frown, as, with his sword half drawn from the scabbard, he gazed upon the face of Aldarin; there stood two figures veiled in robes of sweeping sable, while the erect form and venerable face of the knight o ' th ' Longsword confronted the scholar, standing on the slab of stone. """	177-181	0		4
2056	face	The face, too, is not that of a common child; the proportions are perfectly developed and of great beauty.	4-8	0		4
2057	face	"You may therefore imagine the amazement, the indignation struggling into life on Peter's face, when he beheld himself defied and insulted by the sublime impertinence of Jacopo. """	89-93	0		4
2058	face	In this strange dress, and, I suppose, without washing her hands or face, she visited the magnificent court of Louis the Fourteenth.	68-72	0		4
2059	face	Lizzy, if I remember right, has a pretty face.	41-45	0		4
2060	face	At last some fellers hearn the jolts at the house, and they cum and dug us out, for we had fit into a hole whar a big pine stump had burnt out, and thar we was, up to our girths a peggin away, face to face, and no dodgin!	201-205	0		4
2061	face	"Then Fronto, the priest of the temple, when the crier had proclaimed that the hour of worship and sacrifice had come, and had commanded silence to be observed, - standing at the altar, glittering in his white and golden robes, like a messenger of light, - bared his head, and, lifting his face up toward the sun, offered in clear and sounding tones the prayer of dedication. """	289-293	0		4
2062	face	T was his face; the high, colorless brow, surrounded by thick, short auburn curls.	10-14	0		4
2063	face	He gives them the same ornament which he so judiciously distributes over his own face, and the price of the article is necessarily enhanced to the citizen, by the employment of materials which the latter would much rather not have at all upon his purchases.	81-85	0		4
2064	face	"it was that the Unkown bent forward with parted lips and flashing eyes -- perusing the Preacher's face with an intense gaze, and awaiting the first word from his lips, with every faculty of his soul. """	98-102	0		4
2065	face	For a moment he caught a glimpse of Fanny's face, and then she was gone.	44-48	0		4
2066	face	But this law, as appears on the face of it, must be wholly inoperative.	32-36	3		4
2067	face	upon the ground: Myriads of happy faces throng me round, Familiar to my eye; yet heart and mind In vain would now the old communion find.	34-39	0		4
2068	face	He installed himself in his great arm-chair, and looked around, musingly, upon his books and papers, as we gaze upon the faces of familiar friends after a long absence.	121-126	0		4
2069	face	You saw her fine dress and pretty pale face, but you didn't see her little shrunken foot, dangling helplessly beneath the silken robe.	39-43	0		4
2070	face	 This is strange,  cried Copley, looking him in the face, which now, as the painter fancied, had a singular depth of intelligence, though hitherto it had not	54-58	0		4
2071	face	He walks through the debtors ' floor, startles as he hears the stifled cry for bread, and contemplates with pained feelings the wasting forms and sickly faces that everywhere meet his eye.	153-158	0		4
2072	face	There was witchcraft in little Pearl's eyes, and her face, as she glanced upward at the minister, wore that naughty smile which made its expression frequently so elvish.	53-57	0		4
2073	face	With this advice he turned from the counsel and earnestly gazed in Clifton's face, as if life and death awaited the reply.	77-81	0		4
2074	face	A person accused ought always to be brought face to face with his accuser, and all trials should take place in the presence of indifferent bystanders.	52-56	0		4
2075	face	Some fell away, some foamed at the mouth, some lay on the ground in spasms, the faces of several grew white, others purple and black, one appeared to be strangling and	80-85	0		4
2076	face	, of which we have spoken, is of such // marvellous beauty, its face is so weak in its expression, that some have seriously doubted whether the head was chiselled by the same artist, and was part of the same work.	64-68	0		4
2077	face	It was agony to look on the motionless form, and blood-streaked countenance before him -- to watch the cloud of anxiety that seemed to deepen on his master's face as each new restorative failed its accustomed virtue, to listen to the subdued murmurs and fearful whispers, and to note the blanched faces of his school-fellows.	158-162	0		4
2078	savage	"But whether I shall invest my funds in a carriage, horse, and a stock of wooden clocks and tin ware for the western states and territories, and so travel by land; or whether I shall build a vessel, load her, and navigate her round Cape Horn to trade with the savages and cannibals of the South Sea Islands; then cross the Pacific to China, and return by the Cape of Good Hope, I have not yet determined. """	259-266	0		1
2079	savage	"The subtle savage is about to gird thee in. """	11-17	0		1
2080	savage	There is no blue in the transparent softness of the noonday sky -- there is no living green in the fresh sward of the luxuriant earth -- the songs of the one, and the mellow voices of the other, receive their savage or sad tones wholly from the desolate or depraved soul which speaks in the bosom of the fated actor.	209-215	0		1
2081	savage	Europe, hunted out of Europe, and cast away upon the shores of America, set up a new war of persecution here -- even here -- in the untrodden -- almost unapproachable domain of the Great Spirit of the Universe; pursued their brethren to death, scourged, fined, imprisoned, banished, mutilated, and where nothing else would do, hung up their bodies between heaven and earth for the good of their souls; drove mother after mother, and babe after babe, into the woods for not believing as their church taught; made war upon the lords of the soil, the savages who had been their stay and support while they were strangers, and sick and poor, and ready to perish, and whom it was therefore a duty for them -- after they had recovered their strength -- to make happy with the edge of the sword; such war as the savages would make upon the wild beast-way-laying them by night, and shooting them to death, as they lie asleep with their young,	548-555	0		1
2082	savage	Girty now conducted the old man to the lines; and having cautioned the savages, in a loud voice, to beware of taking his life, gave the signal for him to start.	71-78	0		1
2083	savage	Savages, like Swedenborg, say that their souls are traveling when they dream.	0-7	0		1
2084	savage	, God himself only knows where, to be butchered and rent by the damnable invention of savages.	86-93	0		1
2085	savage	It is but a few years since our soil was burdened with impenetrable forests; it is but a short time since the savage wandered in their dusky shades, and with his yells disturbed the cottages of the intrepid settlers.	110-116	0		1
2086	savage	More than ten hours were passed in this agonizing state of suspense, watching the horizon to discover if any savages were approaching, - the heavens, if there were a cloud that might chance to ruffle the smooth surface of the water, - the vessel, whose occasional cracking seemed to warn us of destruction; and, when the tide began to flow, impatiently observing its apparently sluggish advance, while I involuntarily consulted my watch, the hands of which seemed to have forgotten to move.	109-116	0		1
2087	savage	He never knew his father; and he was dropped by his mother, as he said, in the heart of the wilderness, like the young of the wild-beast; but he escaped the bear and the wolf, and the snake, and was bred a savage, among savages, who while he was yet a child, put him upon the track of his unnatural mother, and bid him pursue her.	220-227	0		1
2088	savage	He was an old woodsman, and gave me proper directions about hobbling my horse at night, and imparted other precautions necessary to secure a man's life against wild animals and savages.	177-184	0		1
2089	savage	Why a veteran officer, pent up in a little fort, and hourly expecting to be beleaguered by a vastly superior force, consisting in great part of bloodthirsty savages, should at that particular time desire or permit a visit from his two daughters, is a question not easy to answer.	157-164	0		1
2090	savage	We thus see, that this singular custom has its foundation in purposes of utility, and accomplishos * // ends, which other savages attain in a much ruder and ipors imperfect manner.	122-129	0		1
2091	savage	The sufferings of the people, made houseless and homeless by the savages in revenge for this onslaught, prompted them to blame Kieft for the act; and he, in his turn, after making an humble and public profession of penitence, strove to make those who had instigated him take a share of the odium.	65-72	0		1
2092	savage	When the morning broke, their horses had disappeared, and on examining the trail where they went, they discovered they had been led away in Indian file, having been stolen by savages.	175-182	0		1
2093	savage	 And what is superior cunning among savages but superior sense? 	37-44	0		1
2094	savage	"returned the savage, with another fiendish laugh, roughly grasping an arm of the maiden, and raising her to an upright posture. """	13-19	0		1
2095	savage	"Among the whites he came and went as he chose, and also among the savages, who respected him as a "" great medicine "" and prophet -- to injure whom would be to offend the Great Spirit."	66-73	0		1
2096	savage	of the point, the active savages were already dashing into the water, and we all feared that within five minutes ' time we should have a score of the infuriated wretches around us.	25-32	0		1
2097	savage	The war-cry of the savage was echoed from shore to shore of the beautiful Ohio, whose waters were but too often reddened with the blood of women and children.	19-25	0		1
2098	savage	And in the hearts of our cities swollen with prosperity, within sound of our boasts of progress and songs of happiness, exists a people more brutal than the savages whom Givilization has never approached.	157-164	0		1
2099	savage	" Not wedded,  replied the dark savage sullenly. """	33-39	0		1
2100	savage	holy subsitute for law and right, Guard to the weak, and to the savage, light!	64-70	0		1
2101	savage	This night I am happy; As I walk the beach where the old mother sways to and fro, singing her savage and husky song, As I watch the stars shining -- I think a thought of the clef of the universes, and of the future.	94-100	0		1
2102	savage	But he sent to request two of his prisoners from Satouriova, which were denied him; the old savage properly saying that he	92-98	0		1
2103	savage	"When did the hope of plunder fail to secure the savage? """	48-54	0		1
2104	savage	"Thereat one of the savages cries out: "" Yes!"	19-26	0		1
2105	savage	This warlike personage, upon entering the house, seated himself at some distance from the spot where Toby and myself reposed, while the rest of the savages looked alternately from us to him, as if in expectation of something they were disappointed in not perceiving.	148-155	0		1
2106	savage	From these I was delivered only to be thrown into the midst of savages, to wage an endless and hopeless war with adepts in killing; with appetites that longed to feast upon my bowels and to quaff my heart's blood.	63-70	0		1
2107	savage	Tattooing is part of the genius of those charming people, savages to some degree.	58-65	0		1
2108	savage	That having placed these in a canoe, they laid her in it also, and paddled across the river -- where they were met by another party of savages, about fifty in number, as she supposed, and while they were busily engaged in dividing the spoil, a gigantic man, with a face flaming like fire, and a sword as long as a fishing pole, had suddenly fallen upon the murderers, and quickly put them to flight, or the sword.	135-142	0		1
2109	savage	a gigantic savage, who all athirst for vengeance and for blood, brandished his ponderous war-club round his head in the very act to smite, while hampered by their numerous foemen, neither Hernando nor the page could possibly assist her at this fearful crisis.	11-17	0		1
2110	savage	A citizen, who entered this port, which is now cut by a thousand keels, in a log canoe, towed by the wild savage, and organized the first Sabbath-school, is still numbered in the ranks of Sabbath-school teachers, and yet is but in the meridian of life.	106-112	0		1
2112	savage	I instantly discovered that I held in my hand the fusil which I had left with you on parting, with which your uncle had equipped himself, and which had been ravished from him by a savage.	180-186	0		1
2113	savage	" The ears of Waqua are open,  said the savage. """	41-47	0		1
2114	savage	then very rare among the savages, and but one of them was armed with bow and arrows.	25-32	0		1
2115	savage	"Let him exchange weapons with the savage, and he will still obtain the victory. """	34-40	0		1
2116	savage	It resembles nothing we ever read of, but the barbarities of the savages in their incursions into the frontier settlements of the United States	65-72	0		1
2117	savage	All the kind attentions which could suggest themselves to the mind of a savage, were paid by her Indian mother.	72-78	0		1
2118	savage	the capabilities, and apply the most legitimate and powerful impulse to the industry of a country, the inhabitants of which were clothed in fabrics of indigenous cotton, as long ago as when England, not yet invaded by Caesar, was inhabited by savages who wore no clothing but the skins of beasts.	243-250	0		1
2119	savage	Let me here give another brief tale of the power exerted by the white man over the savage in a	83-89	0		1
2120	savage	It was therefore determined to establish certain trading houses in the country, to be called Factories, at which the savages were to be supplied at cost and charges, and no more.	117-124	0		1
2121	savage	I had learned to throw the short lance, or the javelin of the savage, with a dexterity like his own; and, ere they could approach me, I had fatally struck with these darts two of their most valiant warriors.	62-68	0		1
2122	savage	Luckily, however, for our little band of heroes, the Indians had just discharged their rifles, and their own were loaded; by which means, when hard pressed, they turned and kept their foes at bay -- the savage, in all cases, being too cautious to rush upon a weapon so deadly, with only a tomahawk wherewith to defend himself.	203-209	0		1
2123	savage	in the cavalier, that he had a wonderful skill in winning the affections of the savages.	80-87	0		1
2124	savage	This policy was steadily pursued until the white inhabitants of Virginia became alarmed for their own safety, in view of the numerouA and formidable tribes of Indian savages which surrounded and threatened the feeble white settlements, while ship-loads of African savages were being daily landed in their midst.	264-271	0		1
2125	savage	left, and nearly opposite the poor fellow, I saw, for some time, an Indian who kept his eye on Turner, with an expression that looked like mischief; and then I saw the savage, as if by stealth, grasp his tomahawk and move round without any noise till he came up immediately behind us.	168-174	0		1
2126	savage	Scarcely were the words uttered, ere his warning was sadly fulfilled; for the two savages finding they were not pursued, and thirsting for revenge, turned and fired almost simultaneously, with aims so deadly, that one of the young men, by the name of Beecher, fell mortally wounded and expired a moment after; and another, by the name of Morris, had his wrist shattered by a ball.	82-89	0		1
2127	savage	home among the stars, pecking at the flag, and incommoding Tashtego there; this bird now chanced to intercept its broad fluttering wing between the hammer and the wood; and simultaneously feeling that etherial thrill, the submerged savage beneath, in his death-gasp, kept his hammer frozen there; and so the bird of heaven, with archangelic shrieks, and his imperial beak thrust upwards, and his whole captive form folded in the flag of Ahab, went down with his ship, which, like Satan, would not sink to hell till she had dragged a living part of heaven along with her, and helmeted herself with it.	232-238	0		1
2128	savage	But savages are strange beings; at times you do not know exactly how to take them.	4-11	0		1
2129	savage	One mingled look of apprehension and affection is exchanged, and, while the woods ring with the yells of the savages, Oronto and Lena plunge into the abyss in their white canoes.	109-116	0		1
2130	savage	"This lady of the tribe wanted to borrow the sketches of the beach, with its lodges and wild groups, "" to show to the savages "" she said."	117-124	0		1
2131	savage	There are many communities, small and savage, an aggregation of families which live and hunt or fish together, in which government, under anyorganized form, can be hardly said to exist.	38-44	0		1
2132	savage	Europe, hunted out of Europe, and cast away upon the shores of America, set up a new war of persecution here -- even here -- in the untrodden -- almost unapproachable domain of the Great Spirit of the Universe; pursued their brethren to death, scourged, fined, imprisoned, banished, mutilated, and where nothing else would do, hung up their bodies between heaven and earth for the good of their souls; drove mother after mother, and babe after babe, into the woods for not believing as their church taught; made war upon the lords of the soil, the savages who had been their stay and support while they were strangers, and sick and poor, and ready to perish, and whom it was therefore a duty for them -- after they had recovered their strength -- to make happy with the edge of the sword; such war as the savages would make upon the wild beast-way-laying them by night, and shooting them to death, as they lie asleep with their young,	805-812	0		1
